invoice_date,SKUCode,Description,volume
2026-01-08,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,20
2026-01-08,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,20
2026-01-08,1325218414082HUSP0,NA,4
2026-01-08,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,96
2026-01-08,1325218515088HTMX0,185/65 R15 TAXI MAX TL,425
2026-01-08,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,20
2026-01-08,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,11
2026-01-08,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,209
2026-01-08,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,50
2026-01-08,1325218614088HURL0,185/70R14 UX Royale,6
2026-01-08,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,34
2026-01-08,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2
2026-01-08,1325219316087VUTR0,195/55R16 UX TOURING TL,238
2026-01-08,1325219416089HRHE0,195/60R16 Ranger HPE TL,260
2026-01-08,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,20
2026-01-08,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,86
2026-01-08,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
2026-01-08,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,77
2026-01-08,1325220516095HTMX0,NA,92
2026-01-08,1325220516095HUTR0,205/65R16UX TOURING TL 95H,51
2026-01-08,1325221317098VUX10,215/55R17UX1 TL 98 V,21
2026-01-08,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,312
2026-01-08,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,192
2026-01-08,1325221715100SRHT0,215/75 R 15 RANGER HT TL,320
2026-01-08,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,1
2026-01-08,1325223517104HRHT0,235/65R17 RANHER HT TL,191
2026-01-08,1325223517104HRPG0,NA,27
2026-01-08,1325223616105HRHT0,235/70R16 Ranger HT TL,79
2026-01-08,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,104
2026-01-08,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,8
2026-01-08,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,61
2026-01-08,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,32
2026-01-08,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,54
2026-01-08,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,400
2026-01-08,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1624
2026-01-08,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,14
2026-01-09,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,96
2026-01-09,1225121716010SXC10,NA,4
2026-01-09,1225121Z14112LSTL0,215 R14 STEEL KING TT,-1
2026-01-09,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,-13
2026-01-09,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3344
2026-01-09,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,8
2026-01-09,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,654
2026-01-09,1225221716010SXC10,NA,12
2026-01-09,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,7
2026-01-09,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,141
2026-01-09,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,43
2026-01-09,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,14
2026-01-09,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,228
2026-01-09,1325119015008SRBT0,195 R15 LT RANGER BRT TT,79
2026-01-09,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,4
2026-01-09,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,111
2026-01-09,1325121715100SRBT0,NA,3
2026-01-09,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),15
2026-01-09,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,182
2026-01-09,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,20
2026-01-09,1325213615099MSXT0,T135/70R15 STAR-XT  TL,800
2026-01-09,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,5
2026-01-09,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,35
2026-01-09,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,151
2026-01-09,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,180
2026-01-09,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,42
2026-01-09,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2759
2026-01-09,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,149
2026-01-09,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,18
2026-01-09,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,77
2026-01-09,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,316
2026-01-09,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,269
2026-01-09,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,8
2026-01-09,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,29
2026-01-09,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,46
2026-01-09,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,386
2026-01-09,1325216614081SUTR0,NA,132
2026-01-09,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1028
2026-01-09,1325216814085SUTR0,165/80R14 UX TOURING TL,158
2026-01-09,1325216814085TURL0,16580R14 UX ROYALE TL,333
2026-01-09,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,5
2026-01-09,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,0
2026-01-09,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,208
2026-01-09,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,17
2026-01-09,1325217515084HURP0,NA,7
2026-01-09,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,102
2026-01-09,1325218514086HURL0,185/65R14 UX Royale,1
2026-01-09,1325218515088HTMX0,185/65 R15 TAXI MAX TL,321
2026-01-09,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,5
2026-01-09,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,217
2026-01-09,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,138
2026-01-09,1325218614088HURL0,185/70R14 UX Royale,5
2026-01-09,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,23
2026-01-09,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,7
2026-01-09,1325219316087VUTR0,195/55R16 UX TOURING TL,297
2026-01-09,1325219416089HRHE0,195/60R16 Ranger HPE TL,260
2026-01-09,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,27
2026-01-09,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
2026-01-09,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,129
2026-01-09,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,3
2026-01-09,1325220516095HTMX0,NA,117
2026-01-09,1325220516095HUTR0,205/65R16UX TOURING TL 95H,47
2026-01-09,1325221317098VUX10,215/55R17UX1 TL 98 V,5
2026-01-09,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,398
2026-01-09,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,221
2026-01-09,1325221715100SRHT0,215/75 R 15 RANGER HT TL,406
2026-01-09,1325222317101VUX10,225/55R17 UX1 101V ,4
2026-01-09,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,2
2026-01-09,1325223517104HRHT0,235/65R17 RANHER HT TL,178
2026-01-09,1325223517104HRPG0,NA,11
2026-01-09,1325223616105HRHT0,235/70R16 Ranger HT TL,70
2026-01-09,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,125
2026-01-09,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,8
2026-01-09,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,42
2026-01-09,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,6
2026-01-09,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,43
2026-01-09,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,1800
2026-01-09,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,126
2026-01-09,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,6
2026-01-10,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,1
2026-01-10,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,453
2026-01-10,1225121716010SXC10,NA,19
2026-01-10,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,639
2026-01-10,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3281
2026-01-10,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,142
2026-01-10,1225221716010SXC10,NA,13
2026-01-10,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,6
2026-01-10,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,618
2026-01-10,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,13
2026-01-10,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,719
2026-01-10,1325119015008SRBT0,195 R15 LT RANGER BRT TT,158
2026-01-10,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,420
2026-01-10,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,236
2026-01-10,1325121715100SRBT0,NA,22
2026-01-10,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),8
2026-01-10,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,227
2026-01-10,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,11
2026-01-10,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
2026-01-10,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,19
2026-01-10,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,10
2026-01-10,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,128
2026-01-10,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,74
2026-01-10,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,33
2026-01-10,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2102
2026-01-10,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,74
2026-01-10,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,12
2026-01-10,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,111
2026-01-10,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,421
2026-01-10,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,196
2026-01-10,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
2026-01-10,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,26
2026-01-10,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,74
2026-01-10,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,317
2026-01-10,1325216614081SUTR0,NA,152
2026-01-10,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,776
2026-01-10,1325216814085SUTR0,165/80R14 UX TOURING TL,132
2026-01-10,1325216814085TURL0,16580R14 UX ROYALE TL,327
2026-01-10,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,2
2026-01-10,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,0
2026-01-10,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,216
2026-01-10,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,14
2026-01-10,1325217515084HURP0,NA,2
2026-01-10,1325218414082HUSP0,NA,26
2026-01-10,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,103
2026-01-10,1325218514086HURL0,185/65R14 UX Royale,2
2026-01-10,1325218515088HTMX0,185/65 R15 TAXI MAX TL,337
2026-01-10,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,1
2026-01-10,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,30
2026-01-10,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,184
2026-01-10,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,63
2026-01-10,1325218614088HURL0,185/70R14 UX Royale,12
2026-01-10,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,36
2026-01-10,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,26
2026-01-10,1325219316087VUTR0,195/55R16 UX TOURING TL,241
2026-01-10,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,37
2026-01-10,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,9
2026-01-10,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,62
2026-01-10,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,2
2026-01-10,1325220516095HTMX0,NA,123
2026-01-10,1325220516095HUTR0,205/65R16UX TOURING TL 95H,44
2026-01-10,1325221317098VUX10,215/55R17UX1 TL 98 V,3
2026-01-10,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,840
2026-01-10,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,340
2026-01-10,1325221715100SRHT0,215/75 R 15 RANGER HT TL,372
2026-01-10,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,2
2026-01-10,1325223517104HRHT0,235/65R17 RANHER HT TL,101
2026-01-10,1325223517104HRPG0,NA,11
2026-01-10,1325223616105HRHT0,235/70R16 Ranger HT TL,68
2026-01-10,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,61
2026-01-10,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,5
2026-01-10,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,32
2026-01-10,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,21
2026-01-10,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,728
2026-01-10,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,2050
2026-01-10,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,90
2026-01-10,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,11
2026-01-11,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,7
2026-01-11,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,17
2026-01-11,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,502
2026-01-11,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,4
2026-01-11,1325119015008SRBT0,195 R15 LT RANGER BRT TT,4
2026-01-11,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,9
2026-01-11,1325121715100SRBT0,NA,1
2026-01-11,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,4
2026-01-11,1325213615099MSXT0,T135/70R15 STAR-XT  TL,600
2026-01-11,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,3
2026-01-11,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,1
2026-01-11,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,6
2026-01-11,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,517
2026-01-11,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,1
2026-01-11,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,3
2026-01-11,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,7
2026-01-11,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,30
2026-01-11,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,1
2026-01-11,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,37
2026-01-11,1325216614081SUTR0,NA,10
2026-01-11,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,30
2026-01-11,1325216814085SUTR0,165/80R14 UX TOURING TL,12
2026-01-11,1325216814085TURL0,16580R14 UX ROYALE TL,31
2026-01-11,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,2
2026-01-11,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,7
2026-01-11,1325218515088HTMX0,185/65 R15 TAXI MAX TL,27
2026-01-11,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,39
2026-01-11,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,13
2026-01-11,1325219316087VUTR0,195/55R16 UX TOURING TL,15
2026-01-11,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,2
2026-01-11,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,1
2026-01-11,1325220516095HTMX0,NA,1
2026-01-11,1325220516095HUTR0,205/65R16UX TOURING TL 95H,1
2026-01-11,1325221317098VUX10,215/55R17UX1 TL 98 V,1
2026-01-11,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,2
2026-01-11,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,1
2026-01-11,1325221715100SRHT0,215/75 R 15 RANGER HT TL,24
2026-01-11,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,6
2026-01-11,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,2
2026-01-12,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,253
2026-01-12,1225121716010SXC10,NA,26
2026-01-12,1225121Z14112LSTL0,215 R14 STEEL KING TT,0
2026-01-12,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,639
2026-01-12,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3379
2026-01-12,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,4
2026-01-12,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,578
2026-01-12,1225221716010SXC10,NA,31
2026-01-12,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,0
2026-01-12,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,96
2026-01-12,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,49
2026-01-12,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,10
2026-01-12,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,541
2026-01-12,1325119015008SRBT0,195 R15 LT RANGER BRT TT,145
2026-01-12,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,277
2026-01-12,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,232
2026-01-12,1325121715100SRBT0,NA,10
2026-01-12,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,4
2026-01-12,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),3
2026-01-12,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,127
2026-01-12,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,17
2026-01-12,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
2026-01-12,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,119
2026-01-12,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,12
2026-01-12,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,259
2026-01-12,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,48
2026-01-12,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,51
2026-01-12,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2636
2026-01-12,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,133
2026-01-12,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,15
2026-01-12,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,101
2026-01-12,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,703
2026-01-12,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,224
2026-01-12,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,-1
2026-01-12,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,21
2026-01-12,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,47
2026-01-12,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,474
2026-01-12,1325216614081SUTR0,NA,140
2026-01-12,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,966
2026-01-12,1325216814085SUTR0,165/80R14 UX TOURING TL,247
2026-01-12,1325216814085TURL0,16580R14 UX ROYALE TL,406
2026-01-12,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,16
2026-01-12,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2
2026-01-12,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,192
2026-01-12,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,-1
2026-01-12,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,29
2026-01-12,1325218414082HUSP0,NA,2
2026-01-12,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,224
2026-01-12,1325218514086HURL0,185/65R14 UX Royale,1
2026-01-12,1325218515088HTMX0,185/65 R15 TAXI MAX TL,550
2026-01-12,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,7
2026-01-12,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,200
2026-01-12,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,101
2026-01-12,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,52
2026-01-12,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,5
2026-01-12,1325219316087VUTR0,195/55R16 UX TOURING TL,259
2026-01-12,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,42
2026-01-12,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,10
2026-01-12,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,75
2026-01-12,1325220516095HTMX0,NA,147
2026-01-12,1325220516095HUTR0,205/65R16UX TOURING TL 95H,64
2026-01-12,1325221317098VUX10,215/55R17UX1 TL 98 V,2
2026-01-12,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,332
2026-01-12,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,330
2026-01-12,1325221715100SRHT0,215/75 R 15 RANGER HT TL,436
2026-01-12,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,14
2026-01-12,1325223517104HRHT0,235/65R17 RANHER HT TL,408
2026-01-12,1325223517104HRPG0,NA,23
2026-01-12,1325223616105HRHT0,235/70R16 Ranger HT TL,34
2026-01-12,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,302
2026-01-12,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,9
2026-01-12,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,62
2026-01-12,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,15
2026-01-12,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,147
2026-01-12,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1663
2026-01-12,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,7
2026-01-13,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,382
2026-01-13,1225121716010SXC10,NA,101
2026-01-13,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,640
2026-01-13,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3375
2026-01-13,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,21
2026-01-13,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,806
2026-01-13,1225221716010SXC10,NA,43
2026-01-13,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,2
2026-01-13,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,125
2026-01-13,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,93
2026-01-13,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,693
2026-01-13,1325119015008SRBT0,195 R15 LT RANGER BRT TT,407
2026-01-13,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,330
2026-01-13,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,138
2026-01-13,1325121715100SRBT0,NA,14
2026-01-13,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
2026-01-13,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),35
2026-01-13,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,168
2026-01-13,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,1
2026-01-13,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,16
2026-01-13,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
2026-01-13,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,32
2026-01-13,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,2
2026-01-13,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,348
2026-01-13,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,38
2026-01-13,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,32
2026-01-13,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,3087
2026-01-13,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,107
2026-01-13,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,35
2026-01-13,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,201
2026-01-13,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,386
2026-01-13,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,234
2026-01-13,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,5
2026-01-13,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,27
2026-01-13,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,65
2026-01-13,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,450
2026-01-13,1325216614081SUTR0,NA,165
2026-01-13,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,912
2026-01-13,1325216814085SUTR0,165/80R14 UX TOURING TL,159
2026-01-13,1325216814085TURL0,16580R14 UX ROYALE TL,362
2026-01-13,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,26
2026-01-13,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,7
2026-01-13,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,175
2026-01-13,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,5
2026-01-13,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,5
2026-01-13,1325217515084HURP0,NA,5
2026-01-13,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,113
2026-01-13,1325218515088HTMX0,185/65 R15 TAXI MAX TL,648
2026-01-13,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,8
2026-01-13,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,194
2026-01-13,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,105
2026-01-13,1325218614088HURL0,185/70R14 UX Royale,0
2026-01-13,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,30
2026-01-13,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,3
2026-01-13,1325219316087VUTR0,195/55R16 UX TOURING TL,194
2026-01-13,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,23
2026-01-13,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,7
2026-01-13,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,198
