invoice_date,SKUCode,Description,volume
2026-01-13,1325220516095HTMX0,NA,161
2026-01-13,1325220516095HUTR0,205/65R16UX TOURING TL 95H,45
2026-01-13,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,634
2026-01-13,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,196
2026-01-13,1325221715100SRHT0,215/75 R 15 RANGER HT TL,436
2026-01-13,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,4
2026-01-13,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,2
2026-01-13,1325223517104HRHT0,235/65R17 RANHER HT TL,486
2026-01-13,1325223517104HRPG0,NA,24
2026-01-13,1325223616105HRHT0,235/70R16 Ranger HT TL,109
2026-01-13,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,103
2026-01-13,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,3
2026-01-13,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,49
2026-01-13,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,11
2026-01-13,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,38
2026-01-13,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,1600
2026-01-13,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,199
2026-01-13,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,4
2026-01-14,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,872
2026-01-14,1225121716010SXC10,NA,11
2026-01-14,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,320
2026-01-14,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2185
2026-01-14,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,16
2026-01-14,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,750
2026-01-14,1225221716010SXC10,NA,17
2026-01-14,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,4
2026-01-14,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,131
2026-01-14,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,18
2026-01-14,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,343
2026-01-14,1325119015008SRBT0,195 R15 LT RANGER BRT TT,34
2026-01-14,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,592
2026-01-14,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,55
2026-01-14,1325121715100SRBT0,NA,38
2026-01-14,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,4
2026-01-14,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),13
2026-01-14,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,92
2026-01-14,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,26
2026-01-14,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
2026-01-14,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,16
2026-01-14,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,3
2026-01-14,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,293
2026-01-14,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,42
2026-01-14,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,16
2026-01-14,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2608
2026-01-14,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,138
2026-01-14,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,24
2026-01-14,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,286
2026-01-14,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,314
2026-01-14,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,187
2026-01-14,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,32
2026-01-14,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,68
2026-01-14,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,207
2026-01-14,1325216614081SUTR0,NA,230
2026-01-14,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,654
2026-01-14,1325216814085SUTR0,165/80R14 UX TOURING TL,183
2026-01-14,1325216814085TURL0,16580R14 UX ROYALE TL,554
2026-01-14,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,30
2026-01-14,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,3
2026-01-14,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),5
2026-01-14,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,239
2026-01-14,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,2
2026-01-14,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,19
2026-01-14,1325217515084HURP0,NA,8
2026-01-14,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,160
2026-01-14,1325218515088HTMX0,185/65 R15 TAXI MAX TL,320
2026-01-14,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,11
2026-01-14,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,264
2026-01-14,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,175
2026-01-14,1325218614088HURL0,185/70R14 UX Royale,-1
2026-01-14,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,35
2026-01-14,1325219316087VUTR0,195/55R16 UX TOURING TL,212
2026-01-14,1325219416089HRHE0,195/60R16 Ranger HPE TL,6
2026-01-14,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,60
2026-01-14,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,4
2026-01-14,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,143
2026-01-14,1325220516095HTMX0,NA,204
2026-01-14,1325220516095HUTR0,205/65R16UX TOURING TL 95H,22
2026-01-14,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,299
2026-01-14,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,136
2026-01-14,1325221715100SRHT0,215/75 R 15 RANGER HT TL,357
2026-01-14,1325223517104HRHT0,235/65R17 RANHER HT TL,109
2026-01-14,1325223517104HRPG0,NA,10
2026-01-14,1325223616105HRHT0,235/70R16 Ranger HT TL,63
2026-01-14,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,69
2026-01-14,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,20
2026-01-14,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,25
2026-01-14,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,21
2026-01-14,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,71
2026-01-14,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,58
2026-01-14,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,556
2026-01-15,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,707
2026-01-15,1225121716010SXC10,NA,15
2026-01-15,1225121Z14112LSTL0,215 R14 STEEL KING TT,2
2026-01-15,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,561
2026-01-15,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,5761
2026-01-15,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,140
2026-01-15,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,515
2026-01-15,1225221716010SXC10,NA,52
2026-01-15,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,6
2026-01-15,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,261
2026-01-15,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,35
2026-01-15,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,50
2026-01-15,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,1212
2026-01-15,1325119015008SRBT0,195 R15 LT RANGER BRT TT,622
2026-01-15,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,530
2026-01-15,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,259
2026-01-15,1325121715100SRBT0,NA,15
2026-01-15,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
2026-01-15,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),48
2026-01-15,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,693
2026-01-15,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,11
2026-01-15,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
2026-01-15,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,29
2026-01-15,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,254
2026-01-15,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,569
2026-01-15,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,74
2026-01-15,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,53
2026-01-15,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2771
2026-01-15,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,167
2026-01-15,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,14
2026-01-15,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,218
2026-01-15,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,353
2026-01-15,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,434
2026-01-15,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
2026-01-15,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,4
2026-01-15,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,78
2026-01-15,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,420
2026-01-15,1325216614081SUTR0,NA,244
2026-01-15,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1942
2026-01-15,1325216814085SUTR0,165/80R14 UX TOURING TL,201
2026-01-15,1325216814085TURL0,16580R14 UX ROYALE TL,656
2026-01-15,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,19
2026-01-15,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,7
2026-01-15,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),83
2026-01-15,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,155
2026-01-15,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,258
2026-01-15,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,2
2026-01-15,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,7
2026-01-15,1325217515084HURP0,NA,34
2026-01-15,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,3
2026-01-15,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,126
2026-01-15,1325218515088HTMX0,185/65 R15 TAXI MAX TL,1116
2026-01-15,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,5
2026-01-15,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,303
2026-01-15,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,148
2026-01-15,1325218614088HURL0,185/70R14 UX Royale,1
2026-01-15,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,62
2026-01-15,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,18
2026-01-15,1325219316087VUTR0,195/55R16 UX TOURING TL,478
2026-01-15,1325219416089HRHE0,195/60R16 Ranger HPE TL,260
2026-01-15,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,67
2026-01-15,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,29
2026-01-15,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,199
2026-01-15,1325220516095HTMX0,NA,340
2026-01-15,1325220516095HUTR0,205/65R16UX TOURING TL 95H,80
2026-01-15,1325221317098VUX10,215/55R17UX1 TL 98 V,3
2026-01-15,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,845
2026-01-15,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,754
2026-01-15,1325221715100SRHT0,215/75 R 15 RANGER HT TL,839
2026-01-15,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
2026-01-15,1325223517104HRHT0,235/65R17 RANHER HT TL,419
2026-01-15,1325223517104HRPG0,NA,11
2026-01-15,1325223616105HRHT0,235/70R16 Ranger HT TL,127
2026-01-15,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,200
2026-01-15,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,14
2026-01-15,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,151
2026-01-15,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,11
2026-01-15,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,741
2026-01-15,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1650
2026-01-15,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,7
2026-01-16,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,77
2026-01-16,1225121716010SXC10,NA,4
2026-01-16,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,790
2026-01-16,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2145
2026-01-16,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,1
2026-01-16,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,0
2026-01-16,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,268
2026-01-16,1225221716010SXC10,NA,55
2026-01-16,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,4
2026-01-16,1225222716121NXC11,NA,100
2026-01-16,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,97
2026-01-16,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,172
2026-01-16,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,100
2026-01-16,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,158
2026-01-16,1325119015008SRBT0,195 R15 LT RANGER BRT TT,234
2026-01-16,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,485
2026-01-16,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,199
2026-01-16,1325121715100SRBT0,NA,5
2026-01-16,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,4
2026-01-16,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,81
2026-01-16,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,309
2026-01-16,1325213615099MSXT0,T135/70R15 STAR-XT  TL,800
2026-01-16,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,186
2026-01-16,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,24
2026-01-16,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,89
2026-01-16,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,837
2026-01-16,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,26
2026-01-16,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2704
2026-01-16,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,31
2026-01-16,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,3
2026-01-16,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,88
2026-01-16,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,240
2026-01-16,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,70
2026-01-16,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,17
2026-01-16,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,35
2026-01-16,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,214
2026-01-16,1325216614081SUTR0,NA,152
2026-01-16,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,860
2026-01-16,1325216814085SUTR0,165/80R14 UX TOURING TL,149
2026-01-16,1325216814085TURL0,16580R14 UX ROYALE TL,211
2026-01-16,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,12
2026-01-16,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,1
2026-01-16,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,121
2026-01-16,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,9
2026-01-16,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,1
2026-01-16,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,49
2026-01-16,1325218515088HTMX0,185/65 R15 TAXI MAX TL,427
2026-01-16,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,100
2026-01-16,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,12
2026-01-16,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,100
2026-01-16,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,102
2026-01-16,1325218614088HURL0,185/70R14 UX Royale,-1
2026-01-16,1325218614088TVECE,185/70R14 Vectra,-2
2026-01-16,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,12
2026-01-16,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,5
2026-01-16,1325219316087VUTR0,195/55R16 UX TOURING TL,313
2026-01-16,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,24
2026-01-16,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,13
2026-01-16,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,50
2026-01-16,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,248
2026-01-16,1325220516095HTMX0,NA,67
2026-01-16,1325220516095HUTR0,205/65R16UX TOURING TL 95H,40
2026-01-16,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,355
2026-01-16,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,239
2026-01-16,1325221715100SRHT0,215/75 R 15 RANGER HT TL,307
2026-01-16,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
2026-01-16,1325223517104HRHT0,235/65R17 RANHER HT TL,717
2026-01-16,1325223517104HRPG0,NA,4
2026-01-16,1325223616105HRHT0,235/70R16 Ranger HT TL,90
2026-01-16,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,476
2026-01-16,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,4
2026-01-16,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,97
2026-01-16,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,6
2026-01-16,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,18
2026-01-16,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1380
2026-01-16,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,13
2026-01-17,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,2
2026-01-17,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,197
2026-01-17,1225121716010SXC10,NA,63
2026-01-17,1225121Z14112LSTL0,215 R14 STEEL KING TT,0
2026-01-17,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,814
2026-01-17,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,4741
2026-01-17,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,6
2026-01-17,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,70
2026-01-17,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,320
2026-01-17,1225221716010SXC10,NA,18
2026-01-17,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,396
2026-01-17,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,76
2026-01-17,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,971
2026-01-17,1325119015008SRBT0,195 R15 LT RANGER BRT TT,662
2026-01-17,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,858
2026-01-17,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,221
2026-01-17,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
2026-01-17,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),16
2026-01-17,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,584
2026-01-17,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,25
2026-01-17,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
2026-01-17,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,23
2026-01-17,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,144
2026-01-17,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,721
2026-01-17,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,154
2026-01-17,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,34
2026-01-17,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,3087
2026-01-17,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,87
2026-01-17,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,2
2026-01-17,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,205
2026-01-17,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,315
2026-01-17,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,234
2026-01-17,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,68
2026-01-17,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,94
2026-01-17,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,388
2026-01-17,1325216614081SUTR0,NA,226
2026-01-17,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1176
2026-01-17,1325216814085SUTR0,165/80R14 UX TOURING TL,138
2026-01-17,1325216814085TURL0,16580R14 UX ROYALE TL,522
2026-01-17,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,35
2026-01-17,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,7
2026-01-17,1325217514082HURL2,NA,130
2026-01-17,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,1600
2026-01-17,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,253
2026-01-17,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,51
2026-01-17,1325217515084HURP0,NA,8
2026-01-17,1325217613082TUNE2,NA,200
2026-01-17,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,89
2026-01-17,1325218515088HTMX0,185/65 R15 TAXI MAX TL,731
2026-01-17,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,27
2026-01-17,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,235
2026-01-17,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,96
2026-01-17,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,59
2026-01-17,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,13
2026-01-17,1325219316087VUTR0,195/55R16 UX TOURING TL,279
2026-01-17,1325219416089HRHE0,195/60R16 Ranger HPE TL,130
2026-01-17,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,88
2026-01-17,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,76
2026-01-17,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,120
2026-01-17,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,222
2026-01-17,1325220516095HTMX0,NA,293
2026-01-17,1325220516095HUTR0,205/65R16UX TOURING TL 95H,29
2026-01-17,1325221317098VUX10,215/55R17UX1 TL 98 V,-1
2026-01-17,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,354
2026-01-17,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,371
2026-01-17,1325221715100SRHT0,215/75 R 15 RANGER HT TL,697
2026-01-17,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,5
2026-01-17,1325222317101VUX10,225/55R17 UX1 101V ,6
2026-01-17,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,4
2026-01-17,1325223517104HRHT0,235/65R17 RANHER HT TL,376
2026-01-17,1325223517104HRPG0,NA,29
2026-01-17,1325223616105HRHT0,235/70R16 Ranger HT TL,112
2026-01-17,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,204
2026-01-17,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,3
2026-01-17,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,521
2026-01-17,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,3
2026-01-17,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,827
2026-01-17,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,950
2026-01-17,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,82
2026-01-17,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,16
2026-01-18,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,1
2026-01-18,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,349
2026-01-18,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,2
2026-01-18,1225221716010SXC10,NA,2
2026-01-18,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,1
2026-01-18,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,5
2026-01-18,1325119015008SRBT0,195 R15 LT RANGER BRT TT,1
2026-01-18,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,3
2026-01-18,1325121715100SRBT0,NA,3
2026-01-18,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,30
2026-01-18,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,502
2026-01-18,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
2026-01-18,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,3
2026-01-18,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,7
2026-01-18,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,6
2026-01-18,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,508
2026-01-18,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,1
2026-01-18,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,2
2026-01-18,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,5
2026-01-18,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,13
2026-01-18,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,16
2026-01-18,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,19
2026-01-18,1325216614081SUTR0,NA,9
2026-01-18,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,24
2026-01-18,1325216814085SUTR0,165/80R14 UX TOURING TL,16
2026-01-18,1325216814085TURL0,16580R14 UX ROYALE TL,22
2026-01-18,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,14
2026-01-18,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,6
2026-01-18,1325217613082TUNE2,NA,1900
2026-01-18,1325218514086HURL0,185/65R14 UX Royale,1600
2026-01-18,1325218515088HTMX0,185/65 R15 TAXI MAX TL,6
2026-01-18,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,15
2026-01-18,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,4
2026-01-18,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,21
2026-01-18,1325219316087VUTR0,195/55R16 UX TOURING TL,12
2026-01-18,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,7
2026-01-18,1325220516095HTMX0,NA,6
2026-01-18,1325220516095HUTR0,205/65R16UX TOURING TL 95H,1
2026-01-18,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,23
