date,SKUCode,Description,total_qty
20260105,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,1072
20260105,1325221715100SRHT0,215/75 R 15 RANGER HT TL,2048
20260105,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,276
20260105,1325222317101VUX10,225/55R17 UX1 101V ,1155
20260105,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,104
20260105,1325223317103VUX10,NA,56
20260105,1325223517104HRHT0,235/65R17 RANHER HT TL,966
20260105,1325223517104HRPG0,NA,282
20260105,1325223616105HRHT0,235/70R16 Ranger HT TL,520
20260105,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,1110
20260105,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,243
20260105,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,231
20260105,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,189
20260105,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,16603
20260105,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,15736
20260105,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,13694
20260105,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,468
20260106,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,66
20260106,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,725
20260106,1225121716010SXC10,NA,481
20260106,1225121Z14112LSTL0,215 R14 STEEL KING TT,8
20260106,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,956
20260106,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3846
20260106,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260106,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,647
20260106,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,144
20260106,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,485
20260106,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,1797
20260106,1225221716010SXC10,NA,5696
20260106,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,47
20260106,1225222716121NXC11,NA,73
20260106,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,2791
20260106,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,5203
20260106,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,274
20260106,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,2262
20260106,1325119015008SRBT0,195 R15 LT RANGER BRT TT,624
20260106,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,3639
20260106,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,790
20260106,1325121715100SRBT0,NA,73
20260106,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,2
20260106,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),212
20260106,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,671
20260106,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,82
20260106,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,1173
20260106,1325213615099MSXT0,T135/70R15 STAR-XT  TL,482
20260106,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,1740
20260106,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,40
20260106,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,344
20260106,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,454
20260106,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,96
20260106,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,15427
20260106,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,540
20260106,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,86
20260106,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,645
20260106,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,2414
20260106,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,949
20260106,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,149
20260106,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,71
20260106,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,1363
20260106,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,1348
20260106,1325216614081SUTR0,NA,3810
20260106,1325216614081TVECE,NA,551
20260106,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1730
20260106,1325216814085SUTR0,165/80R14 UX TOURING TL,1034
20260106,1325216814085TURL0,16580R14 UX ROYALE TL,3957
20260106,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,154
20260106,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2586
20260106,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,403
20260106,1325217514082HURL2,NA,387
20260106,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),414
20260106,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2045
20260106,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,225
20260106,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,83
20260106,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,2306
20260106,1325217515084HURP0,NA,219
20260106,1325217613082TUNE2,NA,2798
20260106,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,34
20260106,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1781
20260106,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1781
20260106,1325218414082HUSP0,NA,1807
20260106,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,1234
20260106,1325218514086HURL0,185/65R14 UX Royale,2493
20260106,1325218515088HTMX0,185/65 R15 TAXI MAX TL,2435
20260106,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,975
20260106,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,255
20260106,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,322
20260106,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,2517
20260106,1325218614088HURL0,185/70R14 UX Royale,2935
20260106,1325218614088TVECE,185/70R14 Vectra,587
20260106,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,1297
20260106,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,1240
20260106,1325219316087VUTR0,195/55R16 UX TOURING TL,1010
20260106,1325219416089HRHE0,195/60R16 Ranger HPE TL,1673
20260106,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,175
20260106,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,664
20260106,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,400
20260106,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,238
20260106,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,833
20260106,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,92
20260106,1325220516095HTMX0,NA,523
20260106,1325220516095HUTR0,205/65R16UX TOURING TL 95H,150
20260106,1325221317098VUX10,215/55R17UX1 TL 98 V,868
20260106,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,2060
20260106,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,873
20260106,1325221715100SRHT0,215/75 R 15 RANGER HT TL,2019
20260106,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,276
20260106,1325222317101VUX10,225/55R17 UX1 101V ,1155
20260106,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,104
20260106,1325223317103VUX10,NA,56
20260106,1325223517104HRHT0,235/65R17 RANHER HT TL,1262
20260106,1325223517104HRPG0,NA,262
20260106,1325223616105HRHT0,235/70R16 Ranger HT TL,570
20260106,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,1262
20260106,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,243
20260106,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,231
20260106,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,189
20260106,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,17586
20260106,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,16577
20260106,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,13046
20260106,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,468
20260107,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,66
20260107,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,644
20260107,1225121716010SXC10,NA,435
20260107,1225121Z14112LSTL0,215 R14 STEEL KING TT,8
20260107,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,956
20260107,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,4709
20260107,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260107,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,647
20260107,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,124
20260107,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,485
20260107,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,2014
20260107,1225221716010SXC10,NA,5626
20260107,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,47
20260107,1225222716121NXC11,NA,73
20260107,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,2668
20260107,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,5203
20260107,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,274
20260107,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,2832
20260107,1325119015008SRBT0,195 R15 LT RANGER BRT TT,600
20260107,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,4086
20260107,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,929
20260107,1325121715100SRBT0,NA,73
20260107,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,2
20260107,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),212
20260107,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,564
20260107,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,82
20260107,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,1173
20260107,1325213615099MSXT0,T135/70R15 STAR-XT  TL,482
20260107,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,2160
20260107,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,40
20260107,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,344
20260107,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,414
20260107,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,96
20260107,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,15253
20260107,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,499
20260107,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,46
20260107,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,652
20260107,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,2975
20260107,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,1180
20260107,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,149
20260107,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,71
20260107,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,1465
20260107,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,1137
20260107,1325216614081SUTR0,NA,3955
20260107,1325216614081TVECE,NA,551
20260107,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,2016
20260107,1325216814085SUTR0,165/80R14 UX TOURING TL,827
20260107,1325216814085TURL0,16580R14 UX ROYALE TL,3958
20260107,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,134
20260107,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2580
20260107,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,403
20260107,1325217514082HURL2,NA,387
20260107,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),414
20260107,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2045
20260107,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,210
20260107,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,83
20260107,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,2196
20260107,1325217515084HURP0,NA,219
20260107,1325217613082TUNE2,NA,2998
20260107,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,34
20260107,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1781
20260107,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1781
20260107,1325218414082HUSP0,NA,1807
20260107,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,1213
20260107,1325218514086HURL0,185/65R14 UX Royale,2756
20260107,1325218515088HTMX0,185/65 R15 TAXI MAX TL,2349
20260107,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,975
20260107,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,255
20260107,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,238
20260107,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,2715
20260107,1325218614088HURL0,185/70R14 UX Royale,2935
20260107,1325218614088TVECE,185/70R14 Vectra,589
20260107,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,1649
20260107,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,1220
20260107,1325219316087VUTR0,195/55R16 UX TOURING TL,861
20260107,1325219416089HRHE0,195/60R16 Ranger HPE TL,2001
20260107,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,175
20260107,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,664
20260107,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,400
20260107,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,238
20260107,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,825
20260107,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,92
20260107,1325220516095HTMX0,NA,483
20260107,1325220516095HUTR0,205/65R16UX TOURING TL 95H,150
20260107,1325221317098VUX10,215/55R17UX1 TL 98 V,868
20260107,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,2512
20260107,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,1097
20260107,1325221715100SRHT0,215/75 R 15 RANGER HT TL,1859
20260107,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,276
20260107,1325222317101VUX10,225/55R17 UX1 101V ,1155
20260107,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,104
20260107,1325223317103VUX10,NA,56
20260107,1325223517104HRHT0,235/65R17 RANHER HT TL,1433
20260107,1325223517104HRPG0,NA,262
20260107,1325223616105HRHT0,235/70R16 Ranger HT TL,446
20260107,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,1560
20260107,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,243
20260107,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,231
20260107,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,189
20260107,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,17008
20260107,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,17365
20260107,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,13949
20260107,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,468
20260108,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,67
20260108,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,585
20260108,1225121716010SXC10,NA,435
20260108,1225121Z14112LSTL0,215 R14 STEEL KING TT,8
20260108,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,1018
20260108,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,4254
20260108,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260108,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,647
20260108,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,125
20260108,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,485
20260108,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,1634
20260108,1225221716010SXC10,NA,5606
20260108,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,47
20260108,1225222716121NXC11,NA,73
20260108,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,3033
20260108,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,4313
20260108,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,274
20260108,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,2353
20260108,1325119015008SRBT0,195 R15 LT RANGER BRT TT,540
20260108,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,3512
20260108,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,834
20260108,1325121715100SRBT0,NA,75
20260108,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,5
20260108,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),213
20260108,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,436
20260108,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,82
20260108,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,1173
20260108,1325213615099MSXT0,T135/70R15 STAR-XT  TL,482
20260108,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,2232
20260108,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,40
20260108,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,350
20260108,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,388
20260108,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,99
20260108,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,14892
20260108,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,461
20260108,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,47
20260108,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,793
20260108,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,3469
20260108,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,805
20260108,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,159
20260108,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,71
20260108,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,1496
20260108,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,1355
20260108,1325216614081SUTR0,NA,4161
20260108,1325216614081TVECE,NA,551
20260108,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1590
20260108,1325216814085SUTR0,165/80R14 UX TOURING TL,561
20260108,1325216814085TURL0,16580R14 UX ROYALE TL,3641
20260108,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,134
20260108,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2582
20260108,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,403
20260108,1325217514082HURL2,NA,387
20260108,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),414
20260108,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2045
20260108,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,213
20260108,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,83
20260108,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,2171
20260108,1325217515084HURP0,NA,219
20260108,1325217613082TUNE2,NA,3120
20260108,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,34
20260108,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1781
20260108,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1781
20260108,1325218414082HUSP0,NA,1807
20260108,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,1069
20260108,1325218514086HURL0,185/65R14 UX Royale,2990
20260108,1325218515088HTMX0,185/65 R15 TAXI MAX TL,1932
20260108,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,976
20260108,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,256
20260108,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,243
20260108,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,2955
20260108,1325218614088HURL0,185/70R14 UX Royale,2937
20260108,1325218614088TVECE,185/70R14 Vectra,715
20260108,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,2107
20260108,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,1220
20260108,1325219316087VUTR0,195/55R16 UX TOURING TL,931
20260108,1325219416089HRHE0,195/60R16 Ranger HPE TL,1927
20260108,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,175
20260108,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,664
20260108,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,401
20260108,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,238
20260108,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,667
20260108,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,96
20260108,1325220516095HTMX0,NA,347
20260108,1325220516095HUTR0,205/65R16UX TOURING TL 95H,136
20260108,1325221317098VUX10,215/55R17UX1 TL 98 V,869
20260108,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,2184
20260108,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,1218
20260108,1325221715100SRHT0,215/75 R 15 RANGER HT TL,2176
20260108,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,280
20260108,1325222317101VUX10,225/55R17 UX1 101V ,1155
20260108,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,104
20260108,1325223317103VUX10,NA,56
20260108,1325223517104HRHT0,235/65R17 RANHER HT TL,1628
20260108,1325223517104HRPG0,NA,272
20260108,1325223616105HRHT0,235/70R16 Ranger HT TL,428
20260108,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,1379
20260108,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,244
20260108,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,223
20260108,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,192
20260108,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,17132
20260108,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,16272
20260108,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,13015
20260108,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,484
20260109,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,67
20260109,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,641
20260109,1225121716010SXC10,NA,517
20260109,1225121Z14112LSTL0,215 R14 STEEL KING TT,8
20260109,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,1161
20260109,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3402
20260109,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260109,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,647
20260109,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,125
20260109,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,485
20260109,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,2041
20260109,1225221716010SXC10,NA,5606
20260109,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,47
20260109,1225222716121NXC11,NA,73
20260109,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,2935
20260109,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,4313
20260109,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,274
20260109,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,2421
20260109,1325119015008SRBT0,195 R15 LT RANGER BRT TT,295
20260109,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,4006
20260109,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,772
20260109,1325121715100SRBT0,NA,75
20260109,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,5
20260109,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),213
20260109,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,562
20260109,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,82
20260109,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,1173
20260109,1325213615099MSXT0,T135/70R15 STAR-XT  TL,481
20260109,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,2325
20260109,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,172
20260109,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,350
20260109,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,388
20260109,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,99
20260109,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,14510
20260109,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,461
20260109,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,47
20260109,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,846
20260109,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,3762
20260109,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,752
20260109,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,159
20260109,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,71
20260109,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,1517
20260109,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,1707
20260109,1325216614081SUTR0,NA,4380
20260109,1325216614081TVECE,NA,551
20260109,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1678
20260109,1325216814085SUTR0,165/80R14 UX TOURING TL,380
20260109,1325216814085TURL0,16580R14 UX ROYALE TL,3090
20260109,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,134
20260109,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2581
20260109,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,403
20260109,1325217514082HURL2,NA,386
20260109,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),414
20260109,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2044
20260109,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,213
20260109,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,83
20260109,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,1671
20260109,1325217515084HURP0,NA,219
20260109,1325217613082TUNE2,NA,3309
20260109,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,34
20260109,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1781
20260109,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1781
20260109,1325218414082HUSP0,NA,1807
20260109,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,969
20260109,1325218514086HURL0,185/65R14 UX Royale,3306
20260109,1325218515088HTMX0,185/65 R15 TAXI MAX TL,1508
20260109,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,976
20260109,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,256
20260109,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,242
20260109,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,3142
20260109,1325218614088HURL0,185/70R14 UX Royale,2937
20260109,1325218614088TVECE,185/70R14 Vectra,887
20260109,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,2586
