date,SKUCode,Description,total_qty
20260109,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,5878
20260109,1325218614088HURL0,185/70R14 UX Royale,3262
20260109,1325218614088TVECE,185/70R14 Vectra,1129
20260109,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,7138
20260109,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2119
20260109,1325219316087VUTR0,195/55R16 UX TOURING TL,5301
20260109,1325219416089HRHE0,195/60R16 Ranger HPE TL,2928
20260109,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,207
20260109,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,3929
20260109,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,1150
20260109,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,527
20260109,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,2942
20260109,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,994
20260109,1325220516095HTMX0,NA,5887
20260109,1325220516095HUTR0,205/65R16UX TOURING TL 95H,1486
20260109,1325221317098VUX10,215/55R17UX1 TL 98 V,1679
20260109,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,10315
20260109,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,4121
20260109,1325221715100SRHT0,215/75 R 15 RANGER HT TL,10180
20260109,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,527
20260109,1325222317101VUX10,225/55R17 UX1 101V ,2484
20260109,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,603
20260109,1325223317103VUX10,NA,148
20260109,1325223517104HRHT0,235/65R17 RANHER HT TL,4311
20260109,1325223517104HRPG0,NA,1815
20260109,1325223616105HRHT0,235/70R16 Ranger HT TL,1877
20260109,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,2707
20260109,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,1057
20260109,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,1004
20260109,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,795
20260109,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,32809
20260109,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,17185
20260109,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,18948
20260109,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,2519
20260110,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,103
20260110,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,1457
20260110,1225121716010SXC10,NA,1077
20260110,1225121Z14112LSTL0,215 R14 STEEL KING TT,433
20260110,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,2729
20260110,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,15645
20260110,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260110,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,787
20260110,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,264
20260110,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,967
20260110,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,2204
20260110,1225221716010SXC10,NA,7337
20260110,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,337
20260110,1225222716121NXC11,NA,557
20260110,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,4386
20260110,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,7509
20260110,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,533
20260110,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,14173
20260110,1325119015008SRBT0,195 R15 LT RANGER BRT TT,1149
20260110,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,9601
20260110,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,2005
20260110,1325121715100SRBT0,NA,1503
20260110,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,431
20260110,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),993
20260110,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,2209
20260110,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,140
20260110,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,2671
20260110,1325213615099MSXT0,T135/70R15 STAR-XT  TL,10205
20260110,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,3676
20260110,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,953
20260110,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,2290
20260110,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,2020
20260110,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,952
20260110,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,37837
20260110,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,1730
20260110,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,549
20260110,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,1824
20260110,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,13001
20260110,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,3500
20260110,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,690
20260110,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,1753
20260110,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,3288
20260110,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,10241
20260110,1325216614081SUTR0,NA,13771
20260110,1325216614081TVECE,NA,581
20260110,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,14944
20260110,1325216814085SUTR0,165/80R14 UX TOURING TL,7207
20260110,1325216814085TURL0,16580R14 UX ROYALE TL,9937
20260110,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,1014
20260110,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2736
20260110,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,438
20260110,1325217514082HURL2,NA,386
20260110,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),1561
20260110,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2615
20260110,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,5465
20260110,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,402
20260110,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,2915
20260110,1325217515084HURP0,NA,1009
20260110,1325217613082TUNE2,NA,3370
20260110,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,395
20260110,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1781
20260110,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1781
20260110,1325218414082HUSP0,NA,2543
20260110,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,3817
20260110,1325218514086HURL0,185/65R14 UX Royale,3732
20260110,1325218515088HTMX0,185/65 R15 TAXI MAX TL,5650
20260110,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,1153
20260110,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,1401
20260110,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,5224
20260110,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,5708
20260110,1325218614088HURL0,185/70R14 UX Royale,3253
20260110,1325218614088TVECE,185/70R14 Vectra,1350
20260110,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,7388
20260110,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2102
20260110,1325219316087VUTR0,195/55R16 UX TOURING TL,4675
20260110,1325219416089HRHE0,195/60R16 Ranger HPE TL,2382
20260110,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,204
20260110,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,3781
20260110,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,1138
20260110,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,527
20260110,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,2537
20260110,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,985
20260110,1325220516095HTMX0,NA,5538
20260110,1325220516095HUTR0,205/65R16UX TOURING TL 95H,1393
20260110,1325221317098VUX10,215/55R17UX1 TL 98 V,1665
20260110,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,9305
20260110,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,3402
20260110,1325221715100SRHT0,215/75 R 15 RANGER HT TL,9233
20260110,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,521
20260110,1325222317101VUX10,225/55R17 UX1 101V ,2480
20260110,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,590
20260110,1325223317103VUX10,NA,148
20260110,1325223517104HRHT0,235/65R17 RANHER HT TL,4014
20260110,1325223517104HRPG0,NA,1790
20260110,1325223616105HRHT0,235/70R16 Ranger HT TL,1715
20260110,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,2397
20260110,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,1041
20260110,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,953
20260110,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,781
20260110,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,33280
20260110,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,15979
20260110,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,19002
20260110,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,2502
20260111,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,101
20260111,1225121716010SXC10,NA,34
20260111,1225121Z14112LSTL0,215 R14 STEEL KING TT,1
20260111,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,341
20260111,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2289
20260111,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,4
20260111,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,181
20260111,1225221716010SXC10,NA,64
20260111,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,120
20260111,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,100
20260111,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,1227
20260111,1325119015008SRBT0,195 R15 LT RANGER BRT TT,138
20260111,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,174
20260111,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,110
20260111,1325121715100SRBT0,NA,1
20260111,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,2
20260111,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,131
20260111,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,300
20260111,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,137
20260111,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,1048
20260111,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,7
20260111,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,65
20260111,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,443
20260111,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,122
20260111,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,1
20260111,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,191
20260111,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,583
20260111,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,183
20260111,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,62
20260111,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,1
20260111,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,94
20260111,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,187
20260111,1325216614081SUTR0,NA,190
20260111,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,308
20260111,1325216814085SUTR0,165/80R14 UX TOURING TL,168
20260111,1325216814085TURL0,16580R14 UX ROYALE TL,322
20260111,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,5
20260111,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,12
20260111,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,3
20260111,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,30
20260111,1325217515084HURP0,NA,1
20260111,1325217613082TUNE2,NA,42
20260111,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,1
20260111,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,61
20260111,1325218514086HURL0,185/65R14 UX Royale,96
20260111,1325218515088HTMX0,185/65 R15 TAXI MAX TL,755
20260111,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,1
20260111,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,158
20260111,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,152
20260111,1325218614088HURL0,185/70R14 UX Royale,1
20260111,1325218614088TVECE,185/70R14 Vectra,133
20260111,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,203
20260111,1325219316087VUTR0,195/55R16 UX TOURING TL,209
20260111,1325219416089HRHE0,195/60R16 Ranger HPE TL,137
20260111,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,1
20260111,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
20260111,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,267
20260111,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,5
20260111,1325220516095HTMX0,NA,5
20260111,1325220516095HUTR0,205/65R16UX TOURING TL 95H,6
20260111,1325221317098VUX10,215/55R17UX1 TL 98 V,3
20260111,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,316
20260111,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,205
20260111,1325221715100SRHT0,215/75 R 15 RANGER HT TL,299
20260111,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,2
20260111,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
20260111,1325223517104HRHT0,235/65R17 RANHER HT TL,265
20260111,1325223517104HRPG0,NA,2
20260111,1325223616105HRHT0,235/70R16 Ranger HT TL,52
20260111,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,517
20260111,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,7
20260111,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,53
20260111,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,2
20260111,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,388
20260111,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,209
20260111,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,309
20260111,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,12
20260112,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,103
20260112,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,2202
20260112,1225121716010SXC10,NA,1251
20260112,1225121Z14112LSTL0,215 R14 STEEL KING TT,451
20260112,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,3781
20260112,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,23377
20260112,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260112,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,787
20260112,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,326
20260112,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,967
20260112,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,3238
20260112,1225221716010SXC10,NA,7559
20260112,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,331
20260112,1225222716121NXC11,NA,557
20260112,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,4949
20260112,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,8444
20260112,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,635
20260112,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,22655
20260112,1325119015008SRBT0,195 R15 LT RANGER BRT TT,1949
20260112,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,10392
20260112,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,2589
20260112,1325121715100SRBT0,NA,1473
20260112,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,424
20260112,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),985
20260112,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,3480
20260112,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,140
20260112,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,2590
20260112,1325213615099MSXT0,T135/70R15 STAR-XT  TL,9504
20260112,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,4062
20260112,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,1539
20260112,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,4086
20260112,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,2000
20260112,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,1039
20260112,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,41185
20260112,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,1894
20260112,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,564
20260112,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,2850
20260112,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,15750
20260112,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,4469
20260112,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,854
20260112,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,1800
20260112,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,3513
20260112,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,11075
20260112,1325216614081SUTR0,NA,14937
20260112,1325216614081TVECE,NA,581
20260112,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,17960
20260112,1325216814085SUTR0,165/80R14 UX TOURING TL,8038
20260112,1325216814085TURL0,16580R14 UX ROYALE TL,13543
20260112,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,1042
20260112,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2749
20260112,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,438
20260112,1325217514082HURL2,NA,386
20260112,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),1552
20260112,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2571
20260112,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,5340
20260112,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,402
20260112,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,2964
20260112,1325217515084HURP0,NA,1035
20260112,1325217613082TUNE2,NA,3817
20260112,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,396
20260112,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1967
20260112,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1967
20260112,1325218414082HUSP0,NA,2524
20260112,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,4068
20260112,1325218514086HURL0,185/65R14 UX Royale,4477
20260112,1325218515088HTMX0,185/65 R15 TAXI MAX TL,9590
20260112,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,1156
20260112,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,1372
20260112,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,5973
20260112,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,6865
20260112,1325218614088HURL0,185/70R14 UX Royale,3245
20260112,1325218614088TVECE,185/70R14 Vectra,2171
20260112,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,8918
20260112,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2107
20260112,1325219316087VUTR0,195/55R16 UX TOURING TL,5767
20260112,1325219416089HRHE0,195/60R16 Ranger HPE TL,3471
20260112,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,207
20260112,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,3687
20260112,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,1142
20260112,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,527
20260112,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,3730
20260112,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,993
20260112,1325220516095HTMX0,NA,5737
20260112,1325220516095HUTR0,205/65R16UX TOURING TL 95H,1379
20260112,1325221317098VUX10,215/55R17UX1 TL 98 V,1723
20260112,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,11793
20260112,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,5466
20260112,1325221715100SRHT0,215/75 R 15 RANGER HT TL,12015
20260112,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,530
20260112,1325222317101VUX10,225/55R17 UX1 101V ,2480
20260112,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,608
20260112,1325223317103VUX10,NA,148
20260112,1325223517104HRHT0,235/65R17 RANHER HT TL,4975
20260112,1325223517104HRPG0,NA,1807
20260112,1325223616105HRHT0,235/70R16 Ranger HT TL,2265
20260112,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,3083
20260112,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,1045
20260112,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,1128
20260112,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,790
20260112,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,34266
20260112,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,16180
20260112,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,21943
20260112,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,2614
20260113,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,101
20260113,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,2341
20260113,1225121716010SXC10,NA,1520
20260113,1225121Z14112LSTL0,215 R14 STEEL KING TT,450
20260113,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,3780
20260113,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,23360
20260113,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,98
20260113,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,787
20260113,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,332
20260113,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,967
20260113,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,2999
20260113,1225221716010SXC10,NA,7650
20260113,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,329
20260113,1225222716121NXC11,NA,557
20260113,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,5511
20260113,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,8287
20260113,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,625
20260113,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,22988
20260113,1325119015008SRBT0,195 R15 LT RANGER BRT TT,2320
20260113,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,11028
20260113,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,2428
20260113,1325121715100SRBT0,NA,1462
20260113,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,420
20260113,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),981
20260113,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,3499
20260113,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,140
20260113,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,2588
20260113,1325213615099MSXT0,T135/70R15 STAR-XT  TL,9304
20260113,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,3958
20260113,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,1814
20260113,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,3867
20260113,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,2031
20260113,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,996
20260113,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,39873
20260113,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,1760
20260113,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,548
20260113,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,2987
20260113,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,16122
20260113,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,4788
20260113,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,823
20260113,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,1785
20260113,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,3494
20260113,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,11846
20260113,1325216614081SUTR0,NA,15246
20260113,1325216614081TVECE,NA,581
20260113,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,18516
20260113,1325216814085SUTR0,165/80R14 UX TOURING TL,7964
20260113,1325216814085TURL0,16580R14 UX ROYALE TL,14163
20260113,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,1019
20260113,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,2746
20260113,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,438
20260113,1325217514082HURL2,NA,386
20260113,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),1552
20260113,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,2811
20260113,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,5093
20260113,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,405
20260113,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,2981
20260113,1325217515084HURP0,NA,1039
20260113,1325217613082TUNE2,NA,3991
20260113,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,395
20260113,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,2223
20260113,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,2223
20260113,1325218414082HUSP0,NA,2522
20260113,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,3896
20260113,1325218514086HURL0,185/65R14 UX Royale,4616
20260113,1325218515088HTMX0,185/65 R15 TAXI MAX TL,10353
20260113,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,1155
20260113,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,1372
20260113,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,5754
20260113,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,6903
20260113,1325218614088HURL0,185/70R14 UX Royale,3237
20260113,1325218614088TVECE,185/70R14 Vectra,2479
20260113,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,9147
20260113,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2102
20260113,1325219316087VUTR0,195/55R16 UX TOURING TL,6030
20260113,1325219416089HRHE0,195/60R16 Ranger HPE TL,4848
20260113,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,206
20260113,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,3687
20260113,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,1125
